Invoice_ID,Date,Region,Category,Spend_Baseline_USD,Actual_Spend_USD,Savings_Achieved_USD,Savings_Percentage,Status
INV-10737,2025-10-08,EMENA,Logistics,5914.35,5747.02,167.33,2.83,Completed
INV-11403,2025-10-08,Asia,Professional Services,35412.77,30455.04,4957.73,14.0,Completed
INV-10024,2025-10-09,EMENA,Office Supplies,2897.18,2791.87,105.31,3.63,Completed
INV-10128,2025-10-09,Asia,Logistics,12952.28,11101.72,1850.56,14.29,Completed
INV-11087,2025-10-09,Americas,Software Licenses,1553.7,1363.13,190.57,12.27,Completed
INV-11478,2025-10-09,EMENA,Raw Materials,374346.26,364727.27,9618.99,2.57,Completed
INV-10135,2025-10-10,Americas,Logistics,33719.51,28748.18,4971.33,14.74,Completed
INV-10272,2025-10-10,Asia,Professional Services,86134.03,81605.22,4528.81,5.26,Completed
INV-10352,2025-10-10,EMENA,Marketing,50330.12,47985.41,2344.71,4.66,Completed
INV-11191,2025-10-10,EMENA,Raw Materials,496365.79,468117.3,28248.49,5.69,Completed
INV-11434,2025-10-10,Americas,IT Hardware,28803.21,25604.35,3198.86,11.11,Completed
INV-10017,2025-10-11,Americas,Logistics,24643.76,22651.4,1992.36,8.08,Pending
INV-11223,2025-10-11,Asia,Logistics,38075.57,35981.13,2094.44,5.5,Completed
INV-10864,2025-10-12,EMENA,Office Supplies,2844.83,2579.0,265.83,9.34,Completed
INV-11227,2025-10-12,EMENA,Office Supplies,1603.23,1372.62,230.61,14.38,Completed
INV-11231,2025-10-12,Americas,IT Hardware,22788.72,21968.62,820.1,3.6,In Progress
INV-11235,2025-10-12,Asia,Logistics,2162.61,2116.66,45.95,2.12,Pending
INV-10601,2025-10-13,Americas,Marketing,54002.98,52202.32,1800.66,3.33,Completed
INV-10846,2025-10-13,Asia,IT Hardware,16012.09,14552.52,1459.57,9.12,Pending
INV-10383,2025-10-14,EMENA,Professional Services,47242.91,41512.72,5730.19,12.13,In Progress
INV-10405,2025-10-14,EMENA,Marketing,23293.47,22299.33,994.14,4.27,Completed
INV-10560,2025-10-14,Americas,IT Hardware,26185.14,23139.3,3045.84,11.63,Completed
INV-10728,2025-10-14,Asia,IT Hardware,25243.47,23640.37,1603.1,6.35,Completed
INV-10261,2025-10-15,EMENA,IT Hardware,38105.37,34871.15,3234.22,8.49,Completed
INV-10307,2025-10-15,Asia,Logistics,10131.5,8838.38,1293.12,12.76,Completed
INV-10498,2025-10-16,EMENA,Marketing,57542.06,49303.04,8239.02,14.32,In Progress
INV-10594,2025-10-17,Asia,Office Supplies,3550.68,3125.38,425.3,11.98,Completed
INV-11355,2025-10-17,EMENA,Logistics,35629.98,30320.35,5309.63,14.9,Completed
INV-10370,2025-10-18,Asia,IT Hardware,15339.49,13235.44,2104.05,13.72,Completed
INV-10653,2025-10-18,Asia,Office Supplies,1637.34,1580.2,57.14,3.49,Pending
INV-10215,2025-10-20,Asia,Office Supplies,3825.14,3728.24,96.9,2.53,Completed
INV-10547,2025-10-20,Asia,IT Hardware,17828.12,16575.63,1252.49,7.03,Completed
INV-10557,2025-10-20,Americas,Logistics,16754.45,16342.43,412.02,2.46,Pending
INV-10982,2025-10-20,EMENA,Logistics,27423.35,26298.05,1125.3,4.1,Completed
INV-10111,2025-10-21,EMENA,Marketing,70134.59,64256.31,5878.28,8.38,Completed
INV-10203,2025-10-21,EMENA,Logistics,37004.17,32116.87,4887.3,13.21,Completed
INV-10327,2025-10-21,Asia,IT Hardware,7779.11,7069.7,709.41,9.12,Completed
INV-10462,2025-10-21,Asia,Software Licenses,7986.07,7561.49,424.58,5.32,Completed
INV-10487,2025-10-21,Americas,IT Hardware,6921.33,6368.11,553.22,7.99,Completed
INV-10506,2025-10-21,Asia,Marketing,27088.79,27492.4,-403.61,-1.49,Completed
INV-11301,2025-10-21,EMENA,Professional Services,61137.18,53562.96,7574.22,12.39,Pending
INV-10716,2025-10-22,Americas,Raw Materials,191937.61,165689.04,26248.57,13.68,Pending
INV-11185,2025-10-22,Americas,Office Supplies,666.92,573.6,93.32,13.99,Completed
INV-10282,2025-10-23,Americas,Software Licenses,19291.03,16642.36,2648.67,13.73,Completed
INV-10408,2025-10-23,EMENA,Software Licenses,6288.55,5587.45,701.1,11.15,Completed
INV-10567,2025-10-23,EMENA,IT Hardware,25342.4,24145.74,1196.66,4.72,Completed
INV-10874,2025-10-23,EMENA,IT Hardware,28426.0,25422.28,3003.72,10.57,Completed
INV-10920,2025-10-23,Americas,Software Licenses,13552.68,12002.53,1550.15,11.44,Completed
INV-11392,2025-10-23,EMENA,Raw Materials,215481.66,187268.01,28213.65,13.09,Completed
INV-10977,2025-10-24,Asia,Logistics,29974.8,28414.16,1560.64,5.21,Completed
INV-11216,2025-10-24,EMENA,Professional Services,80808.13,76615.22,4192.91,5.19,Completed
INV-10894,2025-10-25,Asia,Marketing,9611.17,9147.05,464.12,4.83,In Progress
INV-10957,2025-10-25,Americas,Software Licenses,14229.62,12921.31,1308.31,9.19,Completed
INV-11024,2025-10-25,Americas,Logistics,39784.65,38643.86,1140.79,2.87,Completed
INV-11122,2025-10-25,Americas,Marketing,32817.59,28031.23,4786.36,14.58,Completed
INV-10150,2025-10-26,EMENA,Raw Materials,441877.82,397441.55,44436.27,10.06,Completed
INV-10395,2025-10-26,Americas,Office Supplies,2196.46,2024.3,172.16,7.84,Completed
INV-10680,2025-10-26,Americas,Software Licenses,5167.91,4788.59,379.32,7.34,Pending
INV-11491,2025-10-26,EMENA,Raw Materials,345792.92,299858.6,45934.32,13.28,Completed
INV-10014,2025-10-27,Americas,Software Licenses,5685.92,5157.26,528.66,9.3,Completed
INV-10494,2025-10-27,Americas,IT Hardware,41389.42,38023.67,3365.75,8.13,In Progress
INV-10645,2025-10-27,Asia,IT Hardware,33864.02,30464.57,3399.45,10.04,Completed
INV-11131,2025-10-27,EMENA,Marketing,43155.33,40761.81,2393.52,5.55,Completed
INV-11148,2025-10-27,Americas,Marketing,59023.25,51605.96,7417.29,12.57,Completed
INV-10124,2025-10-28,EMENA,IT Hardware,15301.6,13654.25,1647.35,10.77,In Progress
INV-10485,2025-10-28,Americas,Professional Services,71765.67,61583.22,10182.45,14.19,Completed
INV-11413,2025-10-28,EMENA,Logistics,26373.55,22731.3,3642.25,13.81,Completed
INV-10027,2025-10-29,Americas,IT Hardware,16155.75,16516.09,-360.34,-2.23,Completed
INV-10108,2025-10-29,Asia,Software Licenses,4639.28,4101.04,538.24,11.6,In Progress
INV-10212,2025-10-30,Americas,IT Hardware,26101.45,23437.01,2664.44,10.21,Completed
INV-10343,2025-10-30,Asia,Raw Materials,149469.23,140640.81,8828.42,5.91,Pending
INV-10273,2025-10-31,Asia,Professional Services,65298.55,63199.48,2099.07,3.21,In Progress
INV-10959,2025-10-31,EMENA,IT Hardware,5325.08,4577.45,747.63,14.04,Pending
INV-10968,2025-10-31,Americas,Raw Materials,102229.29,88289.27,13940.02,13.64,Completed
INV-11076,2025-10-31,Asia,Marketing,76845.58,68138.83,8706.75,11.33,Completed
INV-11260,2025-10-31,Asia,Professional Services,62903.2,63804.92,-901.72,-1.43,Completed
INV-10388,2025-11-01,Americas,Logistics,14719.98,12865.09,1854.89,12.6,Completed
INV-10796,2025-11-01,EMENA,Marketing,59868.39,55613.26,4255.13,7.11,Completed
INV-10849,2025-11-01,EMENA,Software Licenses,13769.72,12400.44,1369.28,9.94,Completed
INV-11196,2025-11-01,Asia,Marketing,72075.42,64752.07,7323.35,10.16,Completed
INV-11035,2025-11-02,Americas,Marketing,32192.64,28129.44,4063.2,12.62,Completed
INV-10199,2025-11-03,Asia,Raw Materials,268984.74,277117.99,-8133.25,-3.02,Completed
INV-10782,2025-11-04,EMENA,Raw Materials,230700.73,215964.33,14736.4,6.39,Completed
INV-11500,2025-11-04,EMENA,Software Licenses,15632.23,14775.66,856.57,5.48,Completed
INV-10220,2025-11-05,Americas,Professional Services,32679.62,28408.28,4271.34,13.07,Pending
INV-11394,2025-11-05,Americas,Office Supplies,3556.86,3117.4,439.46,12.36,Completed
INV-10005,2025-11-06,Americas,IT Hardware,9173.56,8874.75,298.81,3.26,Completed
INV-11308,2025-11-06,EMENA,Professional Services,48898.06,43408.9,5489.16,11.23,Completed
INV-10291,2025-11-07,EMENA,Marketing,29978.05,27532.24,2445.81,8.16,Pending
INV-10612,2025-11-07,EMENA,Marketing,66143.31,63930.02,2213.29,3.35,Pending
INV-10679,2025-11-07,Asia,Marketing,66597.75,57064.75,9533.0,14.31,In Progress
INV-10729,2025-11-07,Americas,Professional Services,11785.18,11363.73,421.45,3.58,Completed
INV-10824,2025-11-07,EMENA,Software Licenses,1497.77,1275.84,221.93,14.82,Completed
INV-11120,2025-11-07,EMENA,Professional Services,93795.81,86177.6,7618.21,8.12,In Progress
INV-11170,2025-11-07,Asia,IT Hardware,35017.54,33729.51,1288.03,3.68,Completed
INV-10318,2025-11-09,Americas,Office Supplies,1827.61,1630.83,196.78,10.77,Pending
INV-10591,2025-11-09,Americas,Raw Materials,267203.68,242096.52,25107.16,9.4,Completed
INV-10971,2025-11-09,Asia,Logistics,4064.9,3753.27,311.63,7.67,Completed
INV-10507,2025-11-10,Asia,IT Hardware,13193.68,12384.01,809.67,6.14,Completed
INV-10830,2025-11-10,EMENA,Raw Materials,380899.3,354446.36,26452.94,6.94,In Progress
INV-11042,2025-11-10,Asia,Professional Services,41698.29,36228.81,5469.48,13.12,Completed
INV-11312,2025-11-10,Americas,Professional Services,73028.49,64811.75,8216.74,11.25,Pending
INV-10411,2025-11-11,Americas,Raw Materials,127637.38,113907.87,13729.51,10.76,Completed
INV-10515,2025-11-11,EMENA,Raw Materials,473825.36,404104.14,69721.22,14.71,Pending
INV-10731,2025-11-11,Asia,Logistics,31440.29,28984.77,2455.52,7.81,Completed
INV-11240,2025-11-11,Americas,Marketing,74104.9,69175.68,4929.22,6.65,Completed
INV-11281,2025-11-11,Americas,Software Licenses,14818.67,13010.7,1807.97,12.2,Completed
INV-10292,2025-11-12,EMENA,Professional Services,93823.19,88061.61,5761.58,6.14,Completed
INV-10386,2025-11-12,Americas,Professional Services,94980.01,84179.17,10800.84,11.37,Completed
INV-10951,2025-11-13,EMENA,IT Hardware,38095.69,38272.49,-176.8,-0.46,Completed
INV-10387,2025-11-14,EMENA,Software Licenses,6788.5,5815.39,973.11,14.33,Completed
INV-10563,2025-11-14,EMENA,Logistics,4039.72,3625.76,413.96,10.25,Completed
INV-11121,2025-11-14,Asia,Marketing,61118.14,59534.17,1583.97,2.59,Completed
INV-10876,2025-11-15,Asia,IT Hardware,17269.44,16570.47,698.97,4.05,Completed
INV-10288,2025-11-16,EMENA,Logistics,21161.71,18635.58,2526.13,11.94,Completed
INV-11332,2025-11-16,EMENA,Logistics,10363.66,9269.93,1093.73,10.55,Completed
INV-11369,2025-11-16,EMENA,Professional Services,98465.24,85338.84,13126.4,13.33,Completed
INV-10570,2025-11-17,Americas,Office Supplies,4249.53,4059.26,190.27,4.48,Completed
INV-10857,2025-11-17,Asia,Software Licenses,14463.15,15168.96,-705.81,-4.88,Completed
INV-10900,2025-11-17,Americas,Office Supplies,640.33,591.59,48.74,7.61,Completed
INV-11251,2025-11-17,EMENA,Software Licenses,4740.66,4442.95,297.71,6.28,Completed
INV-11254,2025-11-17,EMENA,IT Hardware,39908.73,35896.16,4012.57,10.05,Completed
INV-11256,2025-11-17,EMENA,IT Hardware,46360.21,42769.64,3590.57,7.74,Completed
INV-10211,2025-11-18,Asia,Marketing,52647.37,47320.1,5327.27,10.12,Completed
INV-10072,2025-11-19,Americas,Raw Materials,432381.96,419640.67,12741.29,2.95,Completed
INV-10578,2025-11-19,Asia,Professional Services,52695.67,50592.77,2102.9,3.99,Completed
INV-11475,2025-11-19,Americas,Software Licenses,12102.22,11722.94,379.28,3.13,Completed
INV-11493,2025-11-19,EMENA,Office Supplies,2489.83,2335.08,154.75,6.22,Pending
INV-11334,2025-11-20,Asia,Software Licenses,5786.86,5599.85,187.01,3.23,Completed
INV-10429,2025-11-21,Asia,Marketing,25153.79,23296.2,1857.59,7.38,Completed
INV-10568,2025-11-21,Americas,Office Supplies,3936.06,3812.29,123.77,3.14,Completed
INV-10605,2025-11-21,Americas,IT Hardware,9384.67,9687.26,-302.59,-3.22,In Progress
INV-11492,2025-11-21,Asia,Marketing,33648.57,30115.56,3533.01,10.5,Completed
INV-10166,2025-11-22,Asia,Raw Materials,197602.83,177978.76,19624.07,9.93,Pending
INV-11278,2025-11-22,Asia,Logistics,28385.45,26644.47,1740.98,6.13,Completed
INV-10750,2025-11-23,Americas,Software Licenses,17216.16,16463.59,752.57,4.37,Completed
INV-11242,2025-11-23,Asia,Marketing,50452.02,49396.18,1055.84,2.09,Completed
INV-10152,2025-11-24,EMENA,IT Hardware,24877.84,23262.68,1615.16,6.49,In Progress
INV-10359,2025-11-25,EMENA,Marketing,45990.97,43970.76,2020.21,4.39,In Progress
INV-10635,2025-11-25,Asia,IT Hardware,10162.49,9502.12,660.37,6.5,Completed
INV-10658,2025-11-25,EMENA,IT Hardware,19094.67,16762.53,2332.14,12.21,Completed
INV-10772,2025-11-25,Americas,Office Supplies,2981.61,2684.36,297.25,9.97,Completed
INV-11354,2025-11-25,Americas,Logistics,38878.72,36215.18,2663.54,6.85,In Progress
INV-10013,2025-11-26,Asia,Marketing,28600.84,25591.83,3009.01,10.52,Completed
INV-10344,2025-11-26,EMENA,Marketing,55906.26,57738.83,-1832.57,-3.28,Completed
INV-11188,2025-11-26,Americas,Raw Materials,324680.48,311988.06,12692.42,3.91,Completed
INV-11360,2025-11-26,Asia,Marketing,68113.69,66642.17,1471.52,2.16,Completed
INV-11451,2025-11-26,EMENA,Marketing,52338.23,48613.28,3724.95,7.12,Completed
INV-11469,2025-11-26,EMENA,Software Licenses,7387.38,6779.43,607.95,8.23,Completed
INV-11499,2025-11-26,Americas,Logistics,2787.2,2431.96,355.24,12.75,In Progress
INV-10171,2025-11-27,EMENA,Office Supplies,2132.09,1817.56,314.53,14.75,Completed
INV-10258,2025-11-27,Asia,Office Supplies,2471.78,2381.78,90.0,3.64,Completed
INV-10835,2025-11-27,Asia,IT Hardware,36047.88,31092.1,4955.78,13.75,Completed
INV-11084,2025-11-27,EMENA,Marketing,20266.85,18774.87,1491.98,7.36,Completed
INV-11096,2025-11-27,EMENA,Professional Services,52769.96,49191.83,3578.13,6.78,In Progress
INV-11213,2025-11-27,EMENA,Raw Materials,333549.15,293420.73,40128.42,12.03,Completed
INV-11234,2025-11-27,Americas,Software Licenses,9736.19,9886.2,-150.01,-1.54,In Progress
INV-10398,2025-11-28,EMENA,Marketing,50950.84,46201.27,4749.57,9.32,Completed
INV-10549,2025-11-28,EMENA,Office Supplies,4011.37,4029.12,-17.75,-0.44,Completed
INV-10981,2025-11-28,Asia,Logistics,38097.49,36678.26,1419.23,3.73,In Progress
INV-11341,2025-11-28,Asia,Office Supplies,3922.22,3578.19,344.03,8.77,Pending
INV-10236,2025-11-29,Americas,Software Licenses,1535.56,1319.03,216.53,14.1,Completed
INV-10455,2025-11-29,EMENA,Raw Materials,197037.63,178075.35,18962.28,9.62,Completed
INV-11236,2025-11-29,Asia,Logistics,30973.68,28187.38,2786.3,9.0,Completed
INV-10034,2025-11-30,EMENA,Logistics,32704.85,28411.5,4293.35,13.13,In Progress
INV-10098,2025-11-30,Americas,Marketing,16474.34,15767.63,706.71,4.29,Completed
INV-10548,2025-11-30,EMENA,Office Supplies,1496.08,1422.38,73.7,4.93,Completed
INV-10554,2025-11-30,Americas,Marketing,29385.28,27739.85,1645.43,5.6,Completed
INV-10638,2025-11-30,Asia,Office Supplies,2789.31,2557.0,232.31,8.33,Completed
INV-10925,2025-11-30,Asia,Marketing,31537.11,27445.14,4091.97,12.98,Pending
INV-10310,2025-12-01,EMENA,IT Hardware,48403.34,41281.83,7121.51,14.71,In Progress
INV-10416,2025-12-01,Americas,Software Licenses,4707.44,4378.33,329.11,6.99,Completed
INV-11022,2025-12-01,Americas,Professional Services,96042.39,83705.59,12336.8,12.85,Completed
INV-10068,2025-12-02,EMENA,Professional Services,35822.23,33103.84,2718.39,7.59,Completed
INV-10169,2025-12-02,Asia,Logistics,24318.93,21535.44,2783.49,11.45,Completed
INV-10221,2025-12-02,Americas,IT Hardware,31223.28,30024.75,1198.53,3.84,Completed
INV-10295,2025-12-02,Asia,Office Supplies,3596.2,3511.82,84.38,2.35,Completed
INV-10593,2025-12-02,Americas,IT Hardware,44941.73,41468.21,3473.52,7.73,Completed
INV-10655,2025-12-02,Asia,Raw Materials,269235.68,252270.97,16964.71,6.3,Completed
INV-10698,2025-12-02,Asia,IT Hardware,37602.26,32300.75,5301.51,14.1,Completed
INV-10192,2025-12-03,Asia,Raw Materials,353739.52,321062.42,32677.1,9.24,Pending
INV-10371,2025-12-03,EMENA,IT Hardware,35799.29,33778.47,2020.82,5.64,Completed
INV-10397,2025-12-03,Asia,Raw Materials,337181.17,326712.49,10468.68,3.1,Completed
INV-10406,2025-12-03,Americas,Software Licenses,16157.36,14511.43,1645.93,10.19,Completed
INV-10604,2025-12-03,Americas,Professional Services,60413.58,54337.87,6075.71,10.06,Completed
INV-11135,2025-12-03,Asia,Marketing,40989.13,36821.09,4168.04,10.17,Completed
INV-11421,2025-12-03,EMENA,Raw Materials,184360.07,157514.31,26845.76,14.56,Completed
INV-10394,2025-12-04,Americas,Marketing,42447.74,38103.91,4343.83,10.23,Completed
INV-11051,2025-12-04,EMENA,Marketing,41873.63,40463.65,1409.98,3.37,Completed
INV-11064,2025-12-04,Asia,Logistics,20523.29,19820.99,702.3,3.42,Completed
INV-11422,2025-12-04,Americas,IT Hardware,47579.66,43415.13,4164.53,8.75,Completed
INV-10037,2025-12-05,Americas,Logistics,28470.48,25197.35,3273.13,11.5,Completed
INV-10226,2025-12-05,Asia,Office Supplies,2928.97,2589.14,339.83,11.6,Completed
INV-10521,2025-12-05,Americas,Office Supplies,1019.79,895.34,124.45,12.2,Completed
INV-10086,2025-12-06,EMENA,Raw Materials,290355.63,250315.37,40040.26,13.79,Completed
INV-10665,2025-12-06,Americas,Raw Materials,279685.4,259664.94,20020.46,7.16,Completed
INV-11233,2025-12-06,Asia,Professional Services,98167.63,87172.07,10995.56,11.2,In Progress
INV-10064,2025-12-07,Asia,Marketing,55297.14,51572.94,3724.2,6.73,In Progress
INV-10242,2025-12-07,Americas,IT Hardware,32666.43,30991.51,1674.92,5.13,Completed
INV-10939,2025-12-07,EMENA,Logistics,7656.46,6865.98,790.48,10.32,Completed
INV-10618,2025-12-08,Asia,IT Hardware,39234.88,35582.25,3652.63,9.31,Completed
INV-11013,2025-12-08,Americas,Professional Services,64285.47,58724.63,5560.84,8.65,Completed
INV-10308,2025-12-09,EMENA,IT Hardware,32705.47,29556.33,3149.14,9.63,In Progress
INV-10583,2025-12-09,EMENA,IT Hardware,35223.49,30366.37,4857.12,13.79,Completed
INV-10702,2025-12-09,EMENA,Software Licenses,2650.01,2501.95,148.06,5.59,Completed
INV-10910,2025-12-09,Asia,IT Hardware,16035.41,14400.02,1635.39,10.2,Completed
INV-10009,2025-12-10,Americas,Marketing,67558.28,64778.59,2779.69,4.11,Completed
INV-10256,2025-12-10,Americas,Professional Services,67552.24,59250.6,8301.64,12.29,Completed
INV-10409,2025-12-10,Asia,Software Licenses,7950.07,7587.39,362.68,4.56,Pending
INV-10509,2025-12-10,Americas,Software Licenses,13087.55,11187.23,1900.32,14.52,Completed
INV-10881,2025-12-10,Asia,Professional Services,38119.66,33306.39,4813.27,12.63,Pending
INV-11089,2025-12-10,Americas,Office Supplies,786.12,672.79,113.33,14.42,Completed
INV-10285,2025-12-11,EMENA,IT Hardware,17661.04,15935.95,1725.09,9.77,Completed
INV-11152,2025-12-11,EMENA,Software Licenses,2486.19,2119.02,367.17,14.77,Completed
INV-11168,2025-12-11,Americas,Marketing,58353.89,49905.74,8448.15,14.48,Completed
INV-11383,2025-12-11,Asia,IT Hardware,10753.76,9424.74,1329.02,12.36,In Progress
INV-10622,2025-12-12,Asia,IT Hardware,21140.71,19474.03,1666.68,7.88,Completed
INV-11303,2025-12-12,Asia,Logistics,26282.13,24715.61,1566.52,5.96,Completed
INV-11318,2025-12-12,EMENA,Raw Materials,70085.82,68440.67,1645.15,2.35,Completed
INV-11447,2025-12-12,Asia,Marketing,50689.52,45673.36,5016.16,9.9,In Progress
INV-10093,2025-12-13,EMENA,Professional Services,19728.89,19268.45,460.44,2.33,In Progress
INV-10301,2025-12-13,Americas,Software Licenses,9733.61,8864.34,869.27,8.93,Completed
INV-10527,2025-12-13,Asia,IT Hardware,27594.57,23812.48,3782.09,13.71,In Progress
INV-11443,2025-12-13,Americas,Raw Materials,468315.05,469523.38,-1208.33,-0.26,Completed
INV-10685,2025-12-14,EMENA,Raw Materials,292678.69,286779.45,5899.24,2.02,Completed
INV-11050,2025-12-14,Americas,Software Licenses,17278.7,14923.3,2355.4,13.63,Completed
INV-11058,2025-12-14,EMENA,Logistics,27768.08,23703.68,4064.4,14.64,Completed
INV-11449,2025-12-14,Americas,Logistics,16405.6,15281.38,1124.22,6.85,Completed
INV-11462,2025-12-14,EMENA,Professional Services,55000.08,48413.27,6586.81,11.98,Pending
INV-10210,2025-12-15,Asia,Logistics,19630.22,17799.0,1831.22,9.33,In Progress
INV-11133,2025-12-15,Asia,IT Hardware,44931.55,43881.27,1050.28,2.34,Completed
INV-10712,2025-12-16,Americas,Software Licenses,17992.01,17002.81,989.2,5.5,In Progress
INV-11232,2025-12-16,Americas,Software Licenses,12598.46,10778.43,1820.03,14.45,In Progress
INV-10011,2025-12-17,Americas,Professional Services,99057.1,88834.41,10222.69,10.32,Completed
INV-10146,2025-12-17,Americas,Office Supplies,2934.57,2640.32,294.25,10.03,In Progress
INV-10223,2025-12-17,Americas,Office Supplies,1075.07,955.34,119.73,11.14,In Progress
INV-10357,2025-12-17,EMENA,Logistics,23652.0,22423.4,1228.6,5.19,Completed
INV-10640,2025-12-17,Asia,IT Hardware,14485.17,13010.05,1475.12,10.18,Completed
INV-11117,2025-12-17,Americas,Software Licenses,12735.92,10978.97,1756.95,13.8,Completed
INV-10723,2025-12-18,Americas,Professional Services,50565.61,45798.12,4767.49,9.43,Completed
INV-10073,2025-12-19,Asia,Marketing,33798.39,31366.43,2431.96,7.2,Completed
INV-10374,2025-12-19,Asia,Professional Services,44546.16,39371.37,5174.79,11.62,Completed
INV-10825,2025-12-19,EMENA,Raw Materials,154482.14,137588.11,16894.03,10.94,Completed
INV-11069,2025-12-19,Asia,Software Licenses,5704.66,5109.94,594.72,10.43,Completed
INV-11335,2025-12-19,Asia,Office Supplies,3621.74,3392.97,228.77,6.32,Completed
INV-10447,2025-12-20,EMENA,Raw Materials,320449.58,283997.37,36452.21,11.38,Completed
INV-10787,2025-12-20,EMENA,Software Licenses,17258.69,16864.83,393.86,2.28,Pending
INV-10880,2025-12-20,Americas,Software Licenses,14388.87,12433.91,1954.96,13.59,Completed
INV-11097,2025-12-20,Asia,IT Hardware,42866.28,38318.64,4547.64,10.61,In Progress
INV-11174,2025-12-20,EMENA,Office Supplies,4449.71,4205.98,243.73,5.48,Pending
INV-11250,2025-12-20,EMENA,Professional Services,17362.8,17590.74,-227.94,-1.31,Completed
INV-10144,2025-12-21,EMENA,IT Hardware,26127.08,22312.62,3814.46,14.6,Completed
INV-10227,2025-12-21,Asia,Software Licenses,12347.68,11853.12,494.56,4.01,Completed
INV-10321,2025-12-21,Americas,Professional Services,37175.13,37818.85,-643.72,-1.73,Completed
INV-10961,2025-12-21,Americas,Raw Materials,252688.61,239775.47,12913.14,5.11,Completed
INV-10993,2025-12-21,Asia,Professional Services,50678.05,47239.09,3438.96,6.79,Pending
INV-10617,2025-12-22,EMENA,Marketing,53756.48,45984.24,7772.24,14.46,Completed
INV-10890,2025-12-22,Americas,Office Supplies,4910.92,4450.58,460.34,9.37,Completed
INV-10366,2025-12-23,Americas,IT Hardware,21787.32,20201.56,1585.76,7.28,Completed
INV-10403,2025-12-23,EMENA,Raw Materials,267316.7,245423.16,21893.54,8.19,Completed
INV-10836,2025-12-23,Asia,Raw Materials,100927.21,88691.29,12235.92,12.12,Completed
INV-11324,2025-12-23,EMENA,Marketing,7583.36,6766.21,817.15,10.78,Completed
INV-11480,2025-12-23,Americas,Raw Materials,469099.55,478501.39,-9401.84,-2.0,In Progress
INV-10719,2025-12-24,Americas,Office Supplies,3588.52,3435.2,153.32,4.27,Completed
INV-10795,2025-12-24,Asia,IT Hardware,19369.24,17559.4,1809.84,9.34,Completed
INV-10807,2025-12-24,Americas,Raw Materials,267361.85,236644.63,30717.22,11.49,Completed
INV-10985,2025-12-24,Asia,Professional Services,57782.83,54399.26,3383.57,5.86,In Progress
INV-10331,2025-12-25,EMENA,Marketing,21342.6,20713.12,629.48,2.95,Completed
INV-10579,2025-12-25,Americas,Marketing,12573.49,11471.55,1101.94,8.76,Completed
INV-10614,2025-12-25,Americas,Professional Services,50756.11,48860.96,1895.15,3.73,Pending
INV-11098,2025-12-25,Asia,Software Licenses,5806.68,5400.16,406.52,7.0,Completed
INV-10368,2025-12-26,Americas,Logistics,16332.44,14995.13,1337.31,8.19,Completed
INV-10709,2025-12-26,Americas,IT Hardware,22220.3,19497.75,2722.55,12.25,Completed
INV-10147,2025-12-27,EMENA,Marketing,11778.45,10044.85,1733.6,14.72,Pending
INV-10201,2025-12-27,EMENA,Logistics,30386.54,29084.77,1301.77,4.28,Completed
INV-10322,2025-12-27,Asia,IT Hardware,25942.77,24885.26,1057.51,4.08,Completed
INV-10339,2025-12-27,EMENA,Software Licenses,4915.55,5014.41,-98.86,-2.01,Pending
INV-10425,2025-12-27,Americas,Raw Materials,176488.26,160597.27,15890.99,9.0,Completed
INV-10877,2025-12-27,EMENA,Software Licenses,11308.05,10274.3,1033.75,9.14,Pending
INV-10988,2025-12-27,Americas,Raw Materials,68393.45,63767.57,4625.88,6.76,Completed
INV-11047,2025-12-27,EMENA,Logistics,6192.01,5958.77,233.24,3.77,Completed
INV-11398,2025-12-27,Asia,Raw Materials,265227.24,231349.94,33877.3,12.77,In Progress
INV-10080,2025-12-28,Asia,IT Hardware,11226.83,10664.77,562.06,5.01,Completed
INV-10854,2025-12-28,Asia,IT Hardware,26764.83,23833.41,2931.42,10.95,Completed
INV-11465,2025-12-28,Americas,Marketing,23551.58,20568.08,2983.5,12.67,Completed
INV-10293,2025-12-29,Americas,Raw Materials,201368.05,175657.86,25710.19,12.77,Completed
INV-10504,2025-12-29,Americas,Office Supplies,3376.7,3095.3,281.4,8.33,In Progress
INV-11002,2025-12-29,EMENA,Marketing,45148.75,43175.91,1972.84,4.37,Completed
INV-11438,2025-12-29,Asia,Professional Services,14757.82,13070.93,1686.89,11.43,Completed
INV-10271,2025-12-30,EMENA,Raw Materials,118856.96,113935.64,4921.32,4.14,Completed
INV-10423,2025-12-30,EMENA,Software Licenses,16403.35,14821.57,1581.78,9.64,Completed
INV-10550,2025-12-30,EMENA,Software Licenses,5795.42,5072.96,722.46,12.47,Completed
INV-10992,2025-12-30,Americas,Logistics,20476.62,18665.08,1811.54,8.85,Completed
INV-11356,2025-12-30,Americas,Professional Services,79414.33,70066.86,9347.47,11.77,Completed
INV-11457,2025-12-30,Americas,Software Licenses,3657.61,3678.9,-21.29,-0.58,Completed
INV-10182,2025-12-31,EMENA,IT Hardware,10678.62,9598.36,1080.26,10.12,Completed
INV-10372,2025-12-31,Americas,IT Hardware,48266.11,43617.37,4648.74,9.63,Pending
INV-10473,2025-12-31,EMENA,Logistics,20697.1,20122.0,575.1,2.78,Completed
INV-10481,2025-12-31,Asia,IT Hardware,14675.94,12748.19,1927.75,13.14,Completed
